From: ICD-10 4th Edition code	Code Description	To: ICD-10 Reprinted (with updates and corrections) 2000 code	Notes	Target Different to Source?	ICD 3char/4char/5char
S21.8	Open wound of other parts of thorax	S21.8		N	4
S21.9	Open wound of thorax, part unspecified	S21.9		N	4
S22	Fracture of rib(s), sternum and thoracic spine	S22		N	3
S22.0	Fracture of thoracic vertebra	S22.0		N	4
S22.00	Fracture of thoracic vertebra; closed	S22.00		N	5
S22.01	Fracture of thoracic vertebra; open	S22.01		N	5
S22.1	Multiple fractures of thoracic spine	S22.1		N	4
S22.10	Multiple fractures of thoracic spine; closed	S22.10		N	5
S22.11	Multiple fractures of thoracic spine; open	S22.11		N	5
S22.2	Fracture of sternum	S22.2		N	4
S22.20	Fracture of sternum; closed	S22.20		N	5
S22.21	Fracture of sternum; open	S22.21		N	5
S22.3	Fracture of rib	S22.3		N	4
S22.30	Fracture of rib; closed	S22.30		N	5
S22.31	Fracture of rib; open	S22.31		N	5
S22.4	Multiple fractures of ribs	S22.4		N	4
S22.40	Multiple fractures of ribs; closed	S22.40		N	5
S22.41	Multiple fractures of ribs; open	S22.41		N	5
S22.5	Flail chest	S22.5		N	4
S22.50	Flail chest; closed	S22.50		N	5
S22.51	Flail chest; open	S22.51		N	5
S22.8	Fracture of other parts of bony thorax	S22.8		N	4
S22.80	Fracture of other parts of bony thorax; closed	S22.80		N	5
S22.81	Fracture of other parts of bony thorax; open	S22.81		N	5
S22.9	Fracture of bony thorax, part unspecified	S22.9		N	4
S22.90	Fracture of bony thorax, part unspecified; closed	S22.90		N	5
S22.91	Fracture of bony thorax, part unspecified; open	S22.91		N	5
S23	Dislocation, sprain and strain of joints and ligaments of thorax	S23		N	3
S23.0	Traumatic rupture of thoracic intervertebral disc	S23.0		N	4
S23.1	Dislocation of thoracic vertebra	S23.1		N	4
S23.2	Dislocation of other and unspecified parts of thorax	S23.2		N	4
S23.3	Sprain and strain of thoracic spine	S23.3		N	4
S23.4	Sprain and strain of ribs and sternum	S23.4		N	4
S23.5	Sprain and strain of other and unspecified parts of thorax	S23.5		N	4
S24	Injury of nerves and spinal cord at thorax level	S24		N	3
S24.0	Concussion and oedema of thoracic spinal cord	S24.0		N	4
S24.1	Other and unspecified injuries of thoracic spinal cord	S24.1		N	4
S24.2	Injury of nerve root of thoracic spine	S24.2		N	4
S24.3	Injury of peripheral nerves of thorax	S24.3		N	4
S24.4	Injury of thoracic sympathetic nerves	S24.4		N	4
S24.5	Injury of other nerves of thorax	S24.5		N	4
S24.6	Injury of unspecified nerve of thorax	S24.6		N	4
S25	Injury of blood vessels of thorax	S25		N	3
S25.0	Injury of thoracic aorta	S25.0		N	4
S25.1	Injury of innominate or subclavian artery	S25.1		N	4
S25.2	Injury of superior vena cava	S25.2		N	4
S25.3	Injury of innominate or subclavian vein	S25.3		N	4
S25.4	Injury of pulmonary blood vessels	S25.4		N	4
S25.5	Injury of intercostal blood vessels	S25.5		N	4
S25.7	Injury of multiple blood vessels of thorax	S25.7		N	4
S25.8	Injury of other blood vessels of thorax	S25.8		N	4
S25.9	Injury of unspecified blood vessel of thorax	S25.9		N	4
S26	Injury of heart	S26		N	3
S26.0	Injury of heart with haemopericardium	S26.0		N	4
S26.00	Injury of heart with haemopericardium; without open wound into thoracic cavity	S26.00		N	5
S26.01	Injury of heart with haemopericardium; with open wound into thoracic cavity	S26.01		N	5
S26.8	Other injuries of heart	S26.8		N	4
S26.80	Other injuries of heart; without open wound into thoracic cavity	S26.80		N	5
S26.81	Other injuries of heart; with open wound into thoracic cavity	S26.81		N	5
S26.9	Injury of heart, unspecified	S26.9		N	4
S26.90	Injury of heart, unspecified; without open wound into thoracic cavity	S26.90		N	5
S26.91	Injury of heart, unspecified; with open wound into thoracic cavity	S26.91		N	5
S27	Injury of other and unspecified intrathoracic organs	S27		N	3
S27.0	Traumatic pneumothorax	S27.0		N	4
S27.00	Traumatic pneumothorax; without open wound into thoracic cavity	S27.00		N	5
S27.01	Traumatic pneumothorax; with open wound into thoracic cavity	S27.01		N	5
S27.1	Traumatic haemothorax	S27.1		N	4
S27.10	Traumatic haemothorax; without open wound into thoracic cavity	S27.10		N	5
S27.11	Traumatic haemothorax; with open wound into thoracic cavity	S27.11		N	5
S27.2	Traumatic haemopneumothorax	S27.2		N	4
S27.20	Traumatic haemopneumothorax; without open wound into thoracic cavity	S27.20		N	5
S27.21	Traumatic haemopneumothorax; with open wound into thoracic cavity	S27.21		N	5
S27.3	Other injuries of lung	S27.3		N	4
S27.30	Other injuries of lung; without open wound into thoracic cavity	S27.30		N	5
S27.31	Other injuries of lung; with open wound into thoracic cavity	S27.31		N	5
S27.4	Injury of bronchus	S27.4		N	4
S27.40	Injury of bronchus; without open wound into thoracic cavity	S27.40		N	5
S27.41	Injury of bronchus; with open wound into thoracic cavity	S27.41		N	5
S27.5	Injury of thoracic trachea	S27.5		N	4
S27.50	Injury of thoracic trachea; without open wound into thoracic cavity	S27.50		N	5
S27.51	Injury of thoracic trachea; with open wound into thoracic cavity	S27.51		N	5
S27.6	Injury of pleura	S27.6		N	4
S27.60	Injury of pleura; without open wound into thoracic cavity	S27.60		N	5
S27.61	Injury of pleura; with open wound into thoracic cavity	S27.61		N	5
S27.7	Multiple injuries of intrathoracic organs	S27.7		N	4
S27.70	Multiple injuries of intrathoracic organs; without open wound into thoracic cavity	S27.70		N	5
S27.71	Multiple injuries of intrathoracic organs; with open wound into thoracic cavity	S27.71		N	5
S27.8	Injury of other specified intrathoracic organs	S27.8		N	4
S27.80	Injury of other specified intrathoracic organs; without open wound into thoracic cavity	S27.80		N	5
S27.81	Injury of other specified intrathoracic organs; with open wound into thoracic cavity	S27.81		N	5
S27.9	Injury of unspecified intrathoracic organ	S27.9		N	4
S27.90	Injury of unspecified intrathoracic organ; without open wound into thoracic cavity	S27.90		N	5
S27.91	Injury of unspecified intrathoracic organ; with open wound into thoracic cavity	S27.91		N	5
S28	Crushing injury of thorax and traumatic amputation of part of thorax	S28		N	3
S28.0	Crushed chest	S28.0		N	4
S28.1	Traumatic amputation of part of thorax	S28.1		N	4
S29	Other and unspecified injuries of thorax	S29		N	3
S29.0	Injury of muscle and tendon at thorax level	S29.0		N	4
S29.7	Multiple injuries of thorax	S29.7		N	4
S29.8	Other specified injuries of thorax	S29.8		N	4
S29.9	Unspecified injury of thorax	S29.9		N	4
S30	Superficial injury of abdomen, lower back and pelvis	S30		N	3
S30.0	Contusion of lower back and pelvis	S30.0		N	4
S30.1	Contusion of abdominal wall	S30.1		N	4
S30.2	Contusion of external genital organs	S30.2		N	4
S30.7	Multiple superficial injuries of abdomen, lower back and pelvis	S30.7		N	4
S30.8	Other superficial injuries of abdomen, lower back and pelvis	S30.8		N	4
S30.9	Superficial injury of abdomen, lower back and pelvis, part unspecified	S30.9		N	4
S31	Open wound of abdomen, lower back and pelvis	S31		N	3
S31.0	Open wound of lower back and pelvis	S31.0		N	4
S31.1	Open wound of abdominal wall	S31.1		N	4
S31.2	Open wound of penis	S31.2		N	4
S31.3	Open wound of scrotum and testes	S31.3		N	4
S31.4	Open wound of vagina and vulva	S31.4		N	4
S31.5	Open wound of other and unspecified external genital organs	S31.5		N	4
S31.7	Multiple open wounds of abdomen, lower back and pelvis	S31.7		N	4
S31.8	Open wound of other and unspecified parts of abdomen	S31.8		N	4
S32	Fracture of lumbar spine and pelvis	S32		N	3
S32.0	Fracture of lumbar vertebra	S32.0		N	4
S32.00	Fracture of lumbar vertebra; closed	S32.00		N	5
S32.01	Fracture of lumbar vertebra; open	S32.01		N	5
S32.1	Fracture of sacrum	S32.1		N	4
S32.10	Fracture of sacrum; closed	S32.10		N	5
S32.11	Fracture of sacrum; open	S32.11		N	5
S32.2	Fracture of coccyx	S32.2		N	4
S32.20	Fracture of coccyx; closed	S32.20		N	5
S32.21	Fracture of coccyx; open	S32.21		N	5
S32.3	Fracture of ilium	S32.3		N	4
S32.30	Fracture of ilium; closed	S32.30		N	5
S32.31	Fracture of ilium; open	S32.31		N	5
S32.4	Fracture of acetabulum	S32.4		N	4
S32.40	Fracture of acetabulum; closed	S32.40		N	5
S32.41	Fracture of acetabulum; open	S32.41		N	5
S32.5	Fracture of pubis	S32.5		N	4
S32.50	Fracture of pubis; closed	S32.50		N	5
S32.51	Fracture of pubis; open	S32.51		N	5
S32.7	Multiple fractures of lumbar spine and pelvis	S32.7		N	4
S32.70	Multiple fractures of lumbar spine and pelvis; closed	S32.70		N	5
S32.71	Multiple fractures of lumbar spine and pelvis; open	S32.71		N	5
S32.8	Fracture of other and unspecified parts of lumbar spine and pelvis	S32.8		N	4
S32.80	Fracture of other and unspecified parts of lumbar spine and pelvis; closed	S32.80		N	5
S32.81	Fracture of other and unspecified parts of lumbar spine and pelvis; open	S32.81		N	5
S33	Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis	S33		N	3
S33.0	Traumatic rupture of lumbar intervertebral disc	S33.0		N	4
S33.1	Dislocation of lumbar vertebra	S33.1		N	4
S33.2	Dislocation of sacroiliac and sacrococcygeal joint	S33.2		N	4
S33.3	Dislocation of other and unspecified parts of lumbar spine and pelvis	S33.3		N	4
S33.4	Traumatic rupture of symphysis pubis	S33.4		N	4
S33.5	Sprain and strain of lumbar spine	S33.5		N	4
S33.6	Sprain and strain of sacroiliac joint	S33.6		N	4
S33.7	Sprain and strain of other and unspecified parts of lumbar spine and pelvis	S33.7		N	4
S34	Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level	S34		N	3
S34.0	Concussion and oedema of lumbar spinal cord	S34.0		N	4
S34.1	Other injury of lumbar spinal cord	S34.1		N	4
S34.2	Injury of nerve root of lumbar and sacral spine	S34.2		N	4
S34.3	Injury of cauda equina	S34.3		N	4
S34.4	Injury of lumbosacral plexus	S34.4		N	4
S34.5	Injury of lumbar, sacral and pelvic sympathetic nerves	S34.5		N	4
S34.6	Injury of peripheral nerve(s) of abdomen, lower back and pelvis	S34.6		N	4
S34.8	Injury of other and unspecified nerves at abdomen, lower back and pelvis level	S34.8		N	4
S35	Injury of blood vessels at abdomen, lower back and pelvis level	S35		N	3
S35.0	Injury of abdominal aorta	S35.0		N	4
S35.1	Injury of inferior vena cava	S35.1		N	4
S35.2	Injury of coeliac or mesenteric artery	S35.2		N	4
S35.3	Injury of portal or splenic vein	S35.3		N	4
S35.4	Injury of renal blood vessels	S35.4		N	4
S35.5	Injury of iliac blood vessels	S35.5		N	4
S35.7	Injury of multiple blood vessels at abdomen, lower back and pelvis level	S35.7		N	4
S35.8	Injury of other blood vessels at abdomen, lower back and pelvis level	S35.8		N	4
S35.9	Injury of unspecified blood vessel at abdomen, lower back and pelvis level	S35.9		N	4
S36	Injury of intra-abdominal organs	S36		N	3
S36.0	Injury of spleen	S36.0		N	4
S36.00	Injury of spleen; without open wound into cavity	S36.00		N	5
S36.01	Injury of spleen; with open wound into cavity	S36.01		N	5
S36.1	Injury of liver or gallbladder	S36.1		N	4
S36.10	Injury of liver or gallbladder; without open wound into cavity	S36.10		N	5
S36.11	Injury of liver or gallbladder; with open wound into cavity	S36.11		N	5
S36.2	Injury of pancreas	S36.2		N	4
S36.20	Injury of pancreas; without open wound into cavity	S36.20		N	5
S36.21	Injury of pancreas; with open wound into cavity	S36.21		N	5
S36.3	Injury of stomach	S36.3		N	4
S36.30	Injury of stomach; without open wound into cavity	S36.30		N	5
S36.31	Injury of stomach; with open wound into cavity	S36.31		N	5
S36.4	Injury of small intestine	S36.4		N	4
S36.40	Injury of small intestine; without open wound into cavity	S36.40		N	5
S36.41	Injury of small intestine; with open wound into cavity	S36.41		N	5
S36.5	Injury of colon	S36.5		N	4
S36.50	Injury of colon; without open wound into cavity	S36.50		N	5
S36.51	Injury of colon; with open wound into cavity	S36.51		N	5
S36.6	Injury of rectum	S36.6		N	4
S36.60	Injury of rectum; without open wound into cavity	S36.60		N	5
S36.61	Injury of rectum; with open wound into cavity	S36.61		N	5
S36.7	Injury of multiple intra-abdominal organs	S36.7		N	4
S36.70	Injury of multiple intra-abdominal organs; without open wound into cavity	S36.70		N	5
S36.71	Injury of multiple intra-abdominal organs; with open wound into cavity	S36.71		N	5
S36.8	Injury of other intra-abdominal organs	S36.8		N	4
S36.80	Injury of other intra-abdominal organs; without open wound into cavity	S36.80		N	5
S36.81	Injury of other intra-abdominal organs; with open wound into cavity	S36.81		N	5
S36.9	Injury of unspecified intra-abdominal organ	S36.9		N	4
S36.90	Injury of unspecified intra-abdominal organ; without open wound into cavity	S36.90		N	5
S36.91	Injury of unspecified intra-abdominal organ; with open wound into cavity	S36.91		N	5
S37	Injury of urinary and pelvic organs	S37		N	3
S37.0	Injury of kidney	S37.0		N	4
S37.00	Injury of kidney; without open wound into cavity	S37.00		N	5
S37.01	Injury of kidney; with open wound into cavity	S37.01		N	5
S37.1	Injury of ureter	S37.1		N	4
S37.10	Injury of ureter; without open wound into cavity	S37.10		N	5
S37.11	Injury of ureter; with open wound into cavity	S37.11		N	5
S37.2	Injury of bladder	S37.2		N	4
S37.20	Injury of bladder; without open wound into cavity	S37.20		N	5
S37.21	Injury of bladder; with open wound into cavity	S37.21		N	5
S37.3	Injury of urethra	S37.3		N	4
S37.30	Injury of urethra; without open wound into cavity	S37.30		N	5
S37.31	Injury of urethra; with open wound into cavity	S37.31		N	5
S37.4	Injury of ovary	S37.4		N	4
S37.40	Injury of ovary; without open wound into cavity	S37.40		N	5
S37.41	Injury of ovary; with open wound into cavity	S37.41		N	5
S37.5	Injury of fallopian tube	S37.5		N	4
S37.50	Injury of fallopian tube; without open wound into cavity	S37.50		N	5
S37.51	Injury of fallopian tube; with open wound into cavity	S37.51		N	5
S37.6	Injury of uterus	S37.6		N	4
S37.60	Injury of uterus; without open wound into cavity	S37.60		N	5
S37.61	Injury of uterus; with open wound into cavity	S37.61		N	5
S37.7	Injury of multiple pelvic organs	S37.7		N	4
S37.70	Injury of multiple pelvic organs; without open wound into cavity	S37.70		N	5
S37.71	Injury of multiple pelvic organs; with open wound into cavity	S37.71		N	5
S37.8	Injury of other pelvic organs	S37.8		N	4
S37.80	Injury of other pelvic organs; without open wound into cavity	S37.80		N	5
S37.81	Injury of other pelvic organs; with open wound into cavity	S37.81		N	5
S37.9	Injury of unspecified pelvic organ	S37.9		N	4
S37.90	Injury of unspecified pelvic organ; without open wound into cavity	S37.90		N	5
S37.91	Injury of unspecified pelvic organ; with open wound into cavity	S37.91		N	5
S38	Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis	S38		N	3
S38.0	Crushing injury of external genital organs	S38.0		N	4
S38.1	Crushing injury of other and unspecified parts of abdomen, lower back and pelvis	S38.1		N	4
S38.2	Traumatic amputation of external genital organs	S38.2		N	4
S38.3	Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis	S38.3		N	4
S39	Other and unspecified injuries of abdomen, lower back and pelvis	S39		N	3
S39.0	Injury of muscle and tendon of abdomen, lower back and pelvis	S39.0		N	4
S39.6	Injury of intra-abdominal organ(s) with pelvic organ(s)	S39.6		N	4
S39.7	Other multiple injuries of abdomen, lower back and pelvis	S39.7		N	4
S39.8	Other specified injuries of abdomen, lower back and pelvis	S39.8		N	4
S39.9	Unspecified injury of abdomen, lower back and pelvis	S39.9		N	4
S40	Superficial injury of shoulder and upper arm	S40		N	3
S40.0	Contusion of shoulder and upper arm	S40.0		N	4
S40.7	Multiple superficial injuries of shoulder and upper arm	S40.7		N	4
S40.8	Other superficial injuries of shoulder and upper arm	S40.8		N	4
S40.9	Superficial injury of shoulder and upper arm, unspecified	S40.9		N	4
S41	Open wound of shoulder and upper arm	S41		N	3
S41.0	Open wound of shoulder	S41.0		N	4
S41.1	Open wound of upper arm	S41.1		N	4
S41.7	Multiple open wounds of shoulder and upper arm	S41.7		N	4
S41.8	Open wound of other and unspecified parts of shoulder girdle	S41.8		N	4
S42	Fracture of shoulder and upper arm	S42		N	3
S42.0	Fracture of clavicle	S42.0		N	4
S42.00	Fracture of clavicle; closed	S42.00		N	5
S42.01	Fracture of clavicle; open	S42.01		N	5
S42.1	Fracture of scapula	S42.1		N	4
S42.10	Fracture of scapula; closed	S42.10		N	5
S42.11	Fracture of scapula; open	S42.11		N	5
S42.2	Fracture of upper end of humerus	S42.2		N	4
S42.20	Fracture of upper end of humerus; closed	S42.20		N	5
S42.21	Fracture of upper end of humerus; open	S42.21		N	5
S42.3	Fracture of shaft of humerus	S42.3		N	4
S42.30	Fracture of shaft of humerus; closed	S42.30		N	5
