Concept	Code	Source	Description
Congenital heart disease	253708008	SNOMED	Anomalous origin of coronary artery from left pulmonary artery
Congenital heart disease	253710005	SNOMED	Coronary orifice abnormally high
Congenital heart disease	253711009	SNOMED	Coronary orifice asymmetrical
Congenital heart disease	253712002	SNOMED	Dual coronary orifice
Congenital heart disease	253713007	SNOMED	Coronary orifice atresia
Congenital heart disease	253714001	SNOMED	Abnormal coronary artery course
Congenital heart disease	253715000	SNOMED	Intramural coronary artery course
Congenital heart disease	253716004	SNOMED	Aberrant course of left anterior descending coronary artery from right coronary artery crossing right ventricular outflow tract
Congenital heart disease	253717008	SNOMED	Coronary artery runs between aorta and pulmonary trunk
Congenital heart disease	253718003	SNOMED	Circumflex runs posterior to pulmonary trunk
Congenital heart disease	253719006	SNOMED	Circumflex runs posterior to aorta
Congenital heart disease	253720000	SNOMED	Congenital coronary arteriovenous fistula
Congenital heart disease	253723003	SNOMED	Coronary fistulae from right ventricle
Congenital heart disease	253724009	SNOMED	Coronary fistulae from left ventricle
Congenital heart disease	253725005	SNOMED	Congenital coronary artery calcification
Congenital heart disease	253732001	SNOMED	Totally absent pericardium
Congenital heart disease	2583009	SNOMED	Chiari's network
Congenital heart disease	26146002	SNOMED	Complete transposition of great vessels
Congenital heart disease	26201005	SNOMED	Aortic left ventricular tunnel
Congenital heart disease	263944006	SNOMED	Anterolateral muscle band
Congenital heart disease	263960005	SNOMED	Bilateral atria
Congenital heart disease	263961009	SNOMED	Bilateral isomeric atria
Congenital heart disease	264086008	SNOMED	Malaligned outlet septum
Congenital heart disease	264162009	SNOMED	Posteromedial muscle band
Congenital heart disease	264467005	SNOMED	False tendon - heart
Congenital heart disease	264571006	SNOMED	Septoparietal trabeculations
Congenital heart disease	26780008	SNOMED	Coarctation of pulmonary artery
Congenital heart disease	268174004	SNOMED	Bulbus cordis and cardiac septal closure anomalies
Congenital heart disease	268184003	SNOMED	Hypoplasia of aorta
Congenital heart disease	268185002	SNOMED	Supravalvar aortic stenosis
Congenital heart disease	26865008	SNOMED	Congenital absence of superior vena cava
Congenital heart disease	270510008	SNOMED	Anomalous coronary artery communication
Congenital heart disease	271573009	SNOMED	Congenital abnormality of thoracic aorta and pulmonary arteries
Congenital heart disease	27637000	SNOMED	Dextrocardia
Congenital heart disease	276516009	SNOMED	Myocardial ischemia of newborn
Congenital heart disease	2829000	SNOMED	Uhl's disease
Congenital heart disease	28574005	SNOMED	Congenital anomaly of coronary artery
Congenital heart disease	29375001	SNOMED	Abnormal number of cusps
Congenital heart disease	29934004	SNOMED	Anomalous pulmonary venous drainage to coronary sinus
Congenital heart disease	302943003	SNOMED	Abnormal number of pulmonary valve cusps
Congenital heart disease	35577008	SNOMED	Holoacardius acephalus
Congenital heart disease	360473004	SNOMED	Congenital muscular subaortic stenosis
Congenital heart disease	36079008	SNOMED	Double cardiac valve orifice
Congenital heart disease	36110001	SNOMED	Congenital anomaly of pulmonary artery
Congenital heart disease	36133000	SNOMED	Abnormal position of cardiac valve
Congenital heart disease	36422005	SNOMED	Transposition of pulmonary veins
Congenital heart disease	37104009	SNOMED	Congenital enlargement of coronary sinus
Congenital heart disease	37171002	SNOMED	Abnormal number of leaflets
Congenital heart disease	37639005	SNOMED	Anomalous pulmonary venous drainage to right atrium
Congenital heart disease	38385001	SNOMED	Persistent left posterior cardinal vein
Congenital heart disease	39589002	SNOMED	Hypoplasia of right heart
Congenital heart disease	39905002	SNOMED	Scimitar syndrome
Congenital heart disease	399216004	SNOMED	D - transposition of the great vessels
Congenital heart disease	40272001	SNOMED	Congenital absence of coronary sinus
Congenital heart disease	41049003	SNOMED	Holoacardius amorphus
Congenital heart disease	41371000119100	SNOMED	Shone complex
Congenital heart disease	41514002	SNOMED	Congenital supravalvular mitral stenosis
Congenital heart disease	41893002	SNOMED	Left ventricular-right atrial communication
Congenital heart disease	444851003	SNOMED	Bifid apex of heart
Congenital heart disease	445001003	SNOMED	Left ventricular outflow tract obstruction due to malaligned outlet septum
Congenital heart disease	445003000	SNOMED	Left ventricular outflow tract obstruction due to subpulmonary fibromuscular shelf
Congenital heart disease	445027003	SNOMED	Left superior caval vein persisting to coronary sinus
Congenital heart disease	445131007	SNOMED	Left ventricular outflow tract obstruction due to fibromuscular tunnel
Congenital heart disease	445176007	SNOMED	Congenital dilation of ascending aorta
Congenital heart disease	445235006	SNOMED	Left ventricular outflow tract obstruction due to anterolateral muscle band
Congenital heart disease	445268004	SNOMED	Apex of heart anterior to cardiac base
Congenital heart disease	445270008	SNOMED	Aortic orifice left side by side with respect to pulmonary orifice
Congenital heart disease	445298006	SNOMED	Aortic orifice anterior with respect to pulmonary orifice
Congenital heart disease	445310002	SNOMED	Left ventricular outflow tract obstruction due to diaphragm
Congenital heart disease	445330003	SNOMED	Right atrioventricular valve leaflets absent in double inlet ventricle (unguarded orifice)
Congenital heart disease	445373007	SNOMED	Aortic orifice posterior with respect to pulmonary orifice
Congenital heart disease	445435009	SNOMED	Apex of heart posterior to cardiac base
Congenital heart disease	445436005	SNOMED	Left superior caval vein persisting to left sided atrium
Congenital heart disease	445453003	SNOMED	Left ventricular outflow tract obstruction due to aneurysm of membranous septum
Congenital heart disease	445454009	SNOMED	Left ventricular outflow tract obstruction due to atrioventricular valve
Congenital heart disease	445607003	SNOMED	Aortic orifice posterior left with respect to pulmonary orifice
Congenital heart disease	445636003	SNOMED	Aortic orifice anterior right with respect to pulmonary orifice
Congenital heart disease	445650008	SNOMED	Aortic orifice anterior left with respect to pulmonary orifice
Congenital heart disease	445898001	SNOMED	Abnormal atrial arrangement
Congenital heart disease	445928005	SNOMED	Eisenmenger's syndrome
Congenital heart disease	446326008	SNOMED	Premature restriction of foramen ovale
Congenital heart disease	446657003	SNOMED	Criss-cross heart with rightward rotation
Congenital heart disease	446659000	SNOMED	Ventricular imbalance with dominant left ventricle and hypoplastic right ventricle
Congenital heart disease	446667008	SNOMED	Two atrioventricular valves in double inlet ventricle
Congenital heart disease	446670007	SNOMED	Aortic orifice right side by side with respect to pulmonary orifice
Congenital heart disease	446909006	SNOMED	Midline apex of heart
Congenital heart disease	446916007	SNOMED	Functionally univentricular heart
Congenital heart disease	447283008	SNOMED	Solitary ventricle of indeterminate morphology
Congenital heart disease	447285001	SNOMED	Ventricular imbalance
Congenital heart disease	447286000	SNOMED	Ventricular imbalance with dominant right ventricle and hypoplastic left ventricle
Congenital heart disease	447289007	SNOMED	Criss-cross heart with leftward rotation
Congenital heart disease	447661004	SNOMED	Diverticulum of coronary sinus
Congenital heart disease	447665008	SNOMED	Interatrial communication through coronary sinus orifice
Congenital heart disease	447669002	SNOMED	Hypoplasia of left heart without intrinsic valve stenosis and without atresia
Congenital heart disease	447673004	SNOMED	Right ventricle to left of left ventricle
Congenital heart disease	447681003	SNOMED	Continuity between mitral valve and pulmonary valve
Congenital heart disease	447683000	SNOMED	Discontinuity between mitral valve and pulmonary valve
Congenital heart disease	447689001	SNOMED	Prolapse of Eustachian valve through atrial septum
Congenital heart disease	447690005	SNOMED	Prolapse of Eustachian valve through tricuspid valve
Congenital heart disease	447696004	SNOMED	Unicommissural unicuspid aortic valve
Congenital heart disease	447697008	SNOMED	Unicommissural unicuspid pulmonary valve
Congenital heart disease	447774002	SNOMED	Congenital midvalvar ring of mitral leaflet
Congenital heart disease	447780005	SNOMED	Restrictive interatrial communication with obligatory shunt
Congenital heart disease	447812003	SNOMED	Left superior vena cava persisting to right atrium and left atrium
Congenital heart disease	447824005	SNOMED	Congenital abnormality of left atrium
Congenital heart disease	447827003	SNOMED	Partial anomalous pulmonary venous connection of entire right lung
Congenital heart disease	447829000	SNOMED	Congenital abnormality of tricuspid chordae tendinae
Congenital heart disease	447830005	SNOMED	Congenital abnormality of tricuspid leaflet
Congenital heart disease	447845003	SNOMED	Right ventricle posterior to left ventricle
Congenital heart disease	447849009	SNOMED	Double aortic arch with right arch dominant and atresia of left arch
Congenital heart disease	447874007	SNOMED	Congenital abnormality of atrial septum
Congenital heart disease	447875008	SNOMED	Congenital mass of mitral leaflet
Congenital heart disease	447876009	SNOMED	Congenital aneurysm of subaortic left ventricle
Congenital heart disease	447902006	SNOMED	Atresia of left superior vena cava
Congenital heart disease	447913009	SNOMED	Completely unroofed coronary sinus defect in left atrium
Congenital heart disease	447915002	SNOMED	Ebstein's anomaly of left sided tricuspid valve with discordant atrioventricular connections
Congenital heart disease	447919008	SNOMED	Univentricular atrioventricular connection with absent right sided atrioventricular connection
Congenital heart disease	447932003	SNOMED	Double outlet ventriculoarterial connections
Congenital heart disease	447933008	SNOMED	Nonfenestrated interatrial communication within oval fossa
Congenital heart disease	447939007	SNOMED	Partial anomalous pulmonary venous connection of entire left lung
Congenital heart disease	447970004	SNOMED	Double aortic arch with left arch dominant and atresia of right arch
Congenital heart disease	448000003	SNOMED	Right superior vena cava connecting to left atrium and right atrium
Congenital heart disease	448001004	SNOMED	Right ventricular outflow tract obstruction due to aneurysm of membranous septum
Congenital heart disease	448004007	SNOMED	Acommissural unicuspid pulmonary valve
Congenital heart disease	448059006	SNOMED	Pulmonary trunk absent with absent left pulmonary artery
Congenital heart disease	448060001	SNOMED	Pulmonary trunk absent with absent right pulmonary artery
Congenital heart disease	448064005	SNOMED	Congenital abnormality of right atrium
Congenital heart disease	448073002	SNOMED	Congenital abnormality of tricuspid papillary muscle
Congenital heart disease	448074008	SNOMED	Ebstein's anomaly with functional tricuspid stenosis
Congenital heart disease	448075009	SNOMED	Uniatrial biventricular connection with absent right sided atrioventricular connection with straddling valve
Congenital heart disease	448078006	SNOMED	Vascular ring with right aortic arch and right arterial ligament with absent left pulmonary artery
Congenital heart disease	448079003	SNOMED	Vascular ring with right aortic arch and right patent arterial duct with absent left pulmonary artery
Congenital heart disease	448081001	SNOMED	Hepatic vein to coronary sinus
